idx,parent_device_id,product_type,air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],target
515,18969,L,302.95,311.11,1341,50.48,173,failure
516,2837,L,300.3,309.1,1699,30.3,178,normal
517,13229,L,302.33,310.73,1332,52.91,110,failure
518,8670,L,297.5,308.9,1581,30.4,155,normal
519,989,M,296.2,307.0,2119,18.3,159,normal
520,10831,L,302.46,311.92,1447,50.25,211,failure
521,1009,M,296.2,307.2,1385,44.0,5,normal
522,5064,L,304.0,313.0,1407,42.1,5,normal
523,14541,L,301.74,310.59,2673,11.74,124,failure
524,13238,L,298.84,309.57,1327,63.67,204,failure
525,11062,H,302.61,310.4,1302,56.05,20,failure
526,5921,L,300.5,310.3,1336,57.1,29,normal
527,8448,L,298.5,310.0,1492,41.2,19,normal
528,10193,L,301.05,309.61,1340,61.53,112,failure
529,11868,L,302.39,310.79,1338,48.02,109,failure
530,5157,H,304.1,313.3,1397,49.6,34,normal
531,15144,L,300.48,310.18,1437,42.13,211,failure
532,8912,L,297.2,308.5,1446,43.7,171,normal
533,1599,L,297.9,308.0,1490,46.2,6,normal
534,14781,L,301.84,310.1,1360,55.44,67,failure
535,11504,L,297.44,308.24,1377,56.59,202,failure
536,8798,L,297.3,308.4,1469,46.7,65,normal
537,14386,L,300.74,309.86,1439,46.67,231,failure
538,11033,L,302.36,310.19,1351,45.13,168,failure
539,5470,M,302.7,312.2,1585,35.5,167,normal
540,12926,L,304.35,313.62,1509,35.04,205,failure
541,12531,L,299.17,309.72,1383,46.3,204,failure
542,15876,M,299.51,308.76,1221,63.86,83,failure
543,10838,L,301.09,310.24,1378,53.76,208,failure
544,302,H,297.8,308.4,1512,35.1,138,normal
545,9230,L,298.2,309.2,1922,22.6,132,normal
546,7054,H,300.7,310.5,1476,43.1,134,normal
547,4571,L,302.8,310.9,1708,29.8,42,normal
548,3965,L,302.3,311.5,1507,37.5,55,normal
549,12162,L,300.4,309.13,1319,62.8,60,failure
550,12401,L,302.5,310.6,1309,56.68,129,failure
551,3266,L,301.3,310.1,1269,56.8,195,failure
552,13952,L,303.84,312.79,1360,59.51,196,failure
553,8763,L,297.5,308.8,1603,36.7,184,normal
554,8131,H,299.9,311.2,1364,49.6,50,normal
555,13248,H,302.67,310.9,1299,59.14,14,failure
556,4715,L,303.4,311.7,1476,42.3,180,normal
557,10764,L,301.49,310.2,2815,6.13,207,failure
558,10641,L,298.31,308.88,1393,58.77,63,failure
559,8188,M,299.6,310.9,1530,38.8,198,normal
560,6083,L,300.9,310.7,1389,50.0,214,normal
561,6221,M,301.2,310.9,1359,50.8,118,normal
562,8855,L,297.7,308.9,1662,28.1,19,normal
563,19286,L,301.27,310.96,1267,67.6,204,failure
564,4756,H,303.4,311.7,1991,19.0,53,normal
565,17830,H,301.83,311.22,1364,63.33,206,failure
566,1748,H,298.4,307.7,1626,31.1,166,normal
567,15720,H,302.49,310.93,1286,66.76,111,failure
568,5968,L,300.4,310.8,1348,56.0,146,normal
569,1019,L,296.3,307.3,1398,52.7,31,normal
570,1779,M,298.6,308.2,1488,44.0,43,normal
571,10979,H,300.19,309.7,2563,12.8,84,failure
572,13427,L,301.1,310.06,1297,58.34,46,failure
573,15717,L,302.02,310.5,1369,52.21,152,failure
574,11647,L,302.38,310.29,1373,50.85,163,failure
575,1191,M,297.2,308.3,1776,28.0,43,normal
576,592,H,297.5,309.5,1668,27.9,240,normal
577,6887,L,300.8,311.3,1782,26.9,116,normal
578,6782,L,301.3,310.8,1531,53.4,57,normal
579,11409,L,299.69,310.31,1404,51.08,220,failure
580,1714,L,298.2,307.8,1388,48.6,76,normal
581,1792,M,298.1,307.7,1445,48.0,73,normal
582,9111,L,297.6,308.6,1351,51.0,37,normal
583,9765,L,298.6,309.6,1472,39.1,14,normal
584,7380,L,299.6,310.2,1743,24.8,99,normal
585,7846,M,300.2,311.6,1608,35.0,212,normal
586,2112,L,299.5,309.1,1852,22.6,77,normal
587,10667,L,297.43,308.39,1368,50.73,219,failure
588,13346,L,303.0,311.3,1335,53.6,163,failure
589,11536,L,298.35,308.8,1426,57.26,26,failure
590,408,M,297.4,308.6,1434,44.4,193,normal
591,16430,L,297.9,308.99,1287,61.95,207,failure
592,2018,L,298.7,308.5,1375,46.4,48,normal
593,193,H,298.2,308.4,1678,34.6,81,normal
594,14521,H,299.66,309.35,1317,71.92,157,failure
595,11136,L,302.98,312.15,1258,71.15,121,failure
596,18911,H,298.54,308.85,1435,56.46,26,failure
597,5796,L,301.7,311.1,1399,55.1,156,normal
598,2799,L,300.3,309.6,1404,44.6,87,normal
599,5711,L,302.2,311.6,1545,35.9,152,normal
600,17866,L,300.35,310.98,1399,47.28,221,failure
601,17548,L,298.47,309.3,1356,54.47,213,failure
602,14425,L,300.55,310.5,1298,65.5,106,failure
603,7049,L,300.6,310.4,1494,47.3,118,normal
604,15478,L,303.2,311.4,1349,51.93,8,failure
605,10619,M,302.11,310.01,1354,45.18,6,failure
606,3463,L,301.6,310.5,1809,25.5,40,normal
607,12129,M,302.66,311.56,2706,9.78,2,failure
608,5282,H,303.8,313.2,1381,52.4,140,normal
609,907,M,295.6,306.1,1669,29.0,161,normal
610,9669,L,299.1,310.3,1619,31.1,242,normal
611,3910,L,302.4,311.4,1831,26.9,121,normal
612,757,L,296.9,308.1,1555,33.7,229,normal
613,13407,M,302.14,310.13,1378,48.77,165,failure
614,4241,L,302.4,311.0,1475,47.9,79,normal
615,7835,L,300.1,311.5,1549,34.7,189,normal
616,3993,L,302.3,311.3,1324,47.8,131,normal
617,6288,L,301.0,310.5,1317,50.9,75,normal
618,14786,L,302.45,310.75,1362,54.91,154,failure
619,8108,M,300.3,311.8,1607,33.7,199,normal
620,12016,L,300.21,309.93,1415,59.86,210,failure
621,2019,M,298.7,308.5,1660,27.0,50,normal
622,13941,L,301.45,310.78,1571,38.55,219,failure
623,7840,L,300.2,311.6,1606,31.0,199,normal
624,15099,L,301.61,309.75,1308,57.95,196,failure
625,2249,L,299.2,308.5,1442,46.5,11,normal
626,12496,L,301.3,310.88,2640,12.0,30,failure
627,12136,L,297.96,308.57,1457,57.32,207,failure
628,677,L,297.9,309.2,1478,39.7,10,normal
629,5536,M,302.3,311.8,1363,54.0,119,failure
630,7883,H,300.7,312.3,1446,45.4,86,normal
631,12984,L,303.56,312.81,1365,59.31,205,failure
632,4738,M,303.2,311.4,2102,19.0,5,normal
633,9441,L,298.1,308.8,1432,43.4,68,normal
634,9568,L,299.8,311.1,1588,38.0,183,normal
635,6130,L,301.0,310.9,1473,44.2,116,normal
636,16843,L,303.37,312.76,1258,63.73,221,failure
637,4696,L,303.4,311.6,1449,41.7,132,normal
638,2425,L,298.8,308.1,1472,53.5,28,normal
639,10741,L,301.68,310.89,1404,46.43,207,failure
640,4660,L,303.2,311.2,1439,43.9,30,normal
641,18134,L,297.99,308.86,2868,4.36,127,failure
642,4045,M,301.8,310.9,1881,20.9,23,normal
643,5760,M,301.9,311.3,1522,35.6,63,normal
644,3577,M,301.6,310.4,1455,39.0,118,normal
645,3342,L,301.5,310.8,1382,52.4,165,normal
646,18135,M,302.48,311.39,2650,11.77,84,failure
647,19020,L,301.27,310.71,1439,43.53,209,failure
648,5633,L,302.7,312.2,1447,47.5,166,normal
649,18016,L,302.14,310.05,1354,45.41,6,failure
650,6174,L,300.9,310.7,1573,31.2,2,normal
651,3980,M,302.2,311.3,1375,47.0,98,normal
652,14260,L,302.15,310.31,1378,47.84,166,failure
653,11989,L,298.78,309.54,1384,47.39,203,failure
654,1501,M,298.0,308.7,1436,48.2,201,normal
655,12159,L,301.75,310.76,1364,61.07,94,failure
656,11542,L,297.97,308.42,1386,57.33,199,failure
657,15903,L,299.14,310.44,1236,70.49,200,failure
658,12890,L,299.94,310.29,1495,41.53,210,failure
659,1435,H,298.8,309.9,1526,42.1,30,normal
660,8128,L,300.1,311.4,1629,31.3,41,normal
661,6959,L,300.6,311.0,1543,34.7,89,normal
662,12061,L,296.62,306.99,1369,54.45,216,failure
663,7392,M,299.7,310.5,1492,39.3,131,normal
664,9094,M,297.3,308.1,1370,58.8,199,normal
665,17938,L,303.0,311.24,1338,51.96,170,failure
666,5089,M,303.9,313.1,1483,47.2,71,normal
667,12088,L,300.1,309.8,1352,57.09,207,failure
668,640,M,297.9,309.6,1515,38.8,124,normal
669,5033,L,304.0,313.1,1564,50.9,119,normal
670,4379,M,301.8,309.5,1732,30.1,220,normal
671,2006,M,298.5,308.3,1381,50.5,22,normal
672,4381,L,301.9,309.6,1446,43.2,225,normal
673,13763,H,298.9,309.05,1396,49.3,210,failure
674,8087,L,300.1,311.4,1446,40.6,147,normal
675,8554,L,298.1,309.0,1592,33.9,85,normal
676,3505,L,301.6,310.8,1726,26.7,150,normal
677,10249,H,300.1,310.48,1438,47.58,67,failure
678,9445,M,298.2,309.0,1446,45.8,80,normal
679,11120,L,300.93,311.27,1324,66.9,14,failure
680,14627,L,301.99,310.49,1370,44.78,83,failure
681,942,M,295.7,306.3,1462,44.3,37,normal
682,18811,L,299.31,309.27,1452,41.83,208,failure
683,10453,H,299.23,310.09,1438,45.98,49,failure
684,5117,L,304.1,313.6,1611,31.4,144,normal
685,9711,H,299.1,310.1,1429,42.9,96,normal
686,9797,M,298.4,309.2,1597,33.5,116,normal
687,19292,L,302.87,311.69,1524,36.51,211,failure
688,17699,L,301.71,310.85,1568,38.81,216,failure
689,2776,L,300.1,309.4,1453,47.6,28,normal
690,2829,L,300.3,309.3,1612,36.0,158,normal
691,3725,H,302.3,311.1,1543,37.5,73,normal
692,16743,L,303.08,311.58,1314,61.38,41,failure
693,10105,L,301.68,310.74,1419,48.61,20,failure
694,18091,L,303.55,312.96,1257,59.36,212,failure
695,3398,L,301.4,310.7,1675,30.7,92,normal
696,11753,L,301.98,309.87,1383,60.76,138,failure
697,16493,L,302.54,311.02,1284,69.33,103,failure
698,2996,M,300.5,309.8,1508,37.8,150,normal
699,2810,L,299.8,309.1,1772,24.8,113,normal
700,2173,M,299.5,309.2,1495,41.6,17,normal
701,18181,L,301.7,310.2,1330,61.19,47,failure
702,14642,L,302.06,310.94,1338,65.82,195,failure
703,13699,M,302.49,310.62,1346,53.77,4,failure
704,10467,L,301.94,310.6,1330,66.84,85,failure
705,14182,M,300.19,309.57,1832,24.93,223,failure
706,17966,L,298.63,308.6,2872,4.24,104,failure
707,5107,L,303.9,313.2,1540,44.4,119,normal
708,6752,L,301.6,310.9,1706,29.5,193,normal
709,18270,L,302.04,310.12,1362,45.93,173,failure
710,1410,M,298.9,310.1,1469,53.2,189,normal
711,15771,L,297.98,308.29,1311,61.04,191,failure
712,1362,L,298.6,310.0,1517,41.2,64,normal
713,12759,L,302.49,311.05,1296,54.08,49,failure
714,16721,M,302.12,311.41,1229,69.0,187,failure
715,540,L,297.4,309.4,1473,45.5,94,normal
716,10603,L,300.04,309.76,1673,28.71,148,failure
717,3109,L,299.9,309.2,1491,44.3,214,normal
718,12847,L,302.44,311.41,1445,59.61,163,failure
719,7292,M,300.1,310.4,1556,38.1,92,normal
720,12747,L,300.11,309.51,1673,29.0,161,failure
721,6791,L,301.2,310.7,1551,41.2,82,normal
722,7515,M,300.4,311.9,1335,58.3,9,normal
723,13679,L,300.33,311.32,1400,50.52,221,failure
724,16331,L,302.32,310.59,1311,54.47,40,failure
725,17412,H,300.67,310.21,1363,64.93,207,failure
726,4275,M,302.4,310.5,1500,36.7,164,normal
727,11360,L,302.32,311.18,1313,67.15,45,failure
728,18531,L,299.85,309.42,1330,65.17,172,failure
729,2787,M,300.3,309.6,1524,38.4,54,normal
730,17485,L,297.68,308.8,1325,60.93,204,failure
731,10024,L,301.35,310.06,2357,14.22,206,failure
732,4909,L,303.5,312.4,1481,43.7,20,normal
733,19218,L,300.05,309.86,1380,57.09,203,failure
734,6127,L,300.9,310.9,1228,66.4,109,normal
735,4865,M,303.5,312.3,1624,34.8,121,normal
736,1417,L,298.7,309.9,1541,38.5,208,normal
737,14635,L,301.46,310.84,1283,62.85,182,failure
738,19061,M,302.31,310.85,1359,44.65,66,failure
739,6886,M,300.8,311.3,1465,43.2,113,normal
740,9407,L,297.8,308.3,1435,50.1,189,normal
741,12087,L,300.63,309.99,1379,55.03,206,failure
742,16400,L,301.04,310.61,1493,37.93,206,failure
743,3845,L,302.3,311.0,1591,32.7,171,normal
744,5827,L,301.3,311.1,1624,40.9,0,normal
745,11799,H,302.49,311.03,1374,54.8,121,failure
746,10557,L,296.81,308.11,1288,62.0,199,failure
747,10576,L,299.66,309.89,1300,62.22,10,failure
748,18740,L,302.44,311.71,1288,69.59,133,failure
749,16856,L,299.7,308.76,2336,14.14,185,failure
750,3065,M,300.1,309.2,1687,27.7,95,normal
751,2400,H,299.2,308.6,1462,55.0,163,normal
752,12116,L,300.15,309.52,1510,32.26,207,failure
753,14169,L,302.2,310.11,1367,51.58,12,failure
754,8947,M,297.3,308.2,1452,38.2,44,normal
755,602,L,297.9,309.8,2000,21.3,29,normal
756,12954,L,302.59,310.99,1284,68.0,113,failure
757,4877,M,303.7,312.4,1546,33.7,149,normal
758,7932,L,300.7,311.8,1478,41.9,207,normal
759,14033,L,300.09,310.66,1460,54.8,207,failure
760,8877,M,298.1,309.2,1460,45.8,80,normal
761,13296,M,299.82,310.05,1687,28.94,193,failure
762,8981,L,297.0,307.7,1502,39.4,126,normal
763,11787,L,298.78,310.13,1395,67.83,71,failure
764,4745,H,303.2,311.2,1475,43.1,20,normal
765,18704,H,300.54,310.58,1283,68.85,157,failure
766,8911,L,297.1,308.3,1773,23.8,169,normal
767,7911,L,300.7,312.1,1512,36.9,153,normal
768,3292,L,301.3,310.3,1400,44.3,47,normal
769,5706,L,302.4,311.9,1290,70.0,139,failure
770,16397,H,301.42,310.61,1565,38.7,213,failure
771,5961,L,300.3,310.7,1539,32.3,123,normal
772,11543,L,299.04,309.06,1513,48.99,227,failure
773,10912,L,302.13,311.38,1221,67.93,188,failure
774,8673,L,297.4,308.6,1494,42.6,161,normal
775,18596,L,302.4,310.85,1352,48.15,149,failure
776,10634,L,302.06,310.6,1326,60.79,87,failure
777,1583,L,298.2,308.4,1310,61.0,189,failure
778,6585,M,301.5,310.5,1600,32.8,205,normal
779,3281,M,301.2,310.0,1445,45.6,18,normal
780,12768,L,300.74,309.94,1378,52.99,207,failure
781,15942,L,303.35,311.71,1303,53.76,216,failure
782,3518,L,301.9,311.0,1376,44.9,186,normal
783,13893,L,299.26,309.66,1398,51.7,218,failure
784,10673,L,302.22,310.61,1349,49.16,160,failure
785,3221,L,300.6,309.6,1423,49.1,74,normal
786,17395,L,302.35,310.31,1350,46.0,166,failure
787,14396,L,302.55,310.58,1330,51.36,151,failure
788,18440,L,302.52,310.28,1358,56.19,64,failure
789,5360,L,303.3,312.6,1463,44.0,140,normal
790,14368,M,302.33,311.49,1228,68.65,187,failure
791,140,L,298.8,308.6,1511,36.1,157,normal
792,9863,L,298.9,309.8,1411,56.3,84,normal
793,595,M,297.6,309.6,1330,53.1,7,normal
794,15503,L,302.39,310.76,1373,48.09,69,failure
795,14277,L,301.79,309.83,1441,45.2,230,failure
796,9354,M,298.2,308.8,1607,31.9,39,normal
797,8526,L,298.3,309.3,1401,51.9,14,normal
798,13430,L,300.76,310.36,1644,30.32,219,failure
799,2311,M,299.1,308.6,1491,38.5,166,normal
800,9483,H,298.9,309.6,1546,35.3,190,normal
801,8466,L,298.7,309.8,1469,38.4,62,normal
802,13707,L,301.77,309.9,1314,51.04,189,failure
803,3833,M,302.3,311.0,1541,36.6,143,normal
804,11434,L,298.4,308.25,2568,12.75,115,failure
805,13072,L,298.8,308.91,2865,4.47,128,failure
806,6638,L,301.5,310.5,1453,44.2,129,normal
807,17156,L,298.44,309.61,1710,27.33,163,failure
808,15357,H,301.83,310.3,1326,48.69,75,failure
809,10514,L,301.29,310.42,1380,52.04,216,failure
810,11642,L,302.69,310.71,1357,52.06,34,failure
811,10787,L,297.55,308.16,1363,52.72,215,failure
812,18446,L,301.5,309.75,1343,62.4,109,failure
813,4053,M,301.9,310.9,2305,16.1,42,normal
814,5173,M,304.2,313.5,1739,28.1,80,normal
815,7454,L,300.2,311.6,1446,47.3,66,normal
816,9503,M,299.2,310.3,1551,44.8,18,normal
817,18034,H,303.06,311.85,1372,55.19,111,failure
818,11009,L,303.08,311.51,1314,55.05,86,failure
819,17268,L,299.59,310.79,1376,53.72,215,failure
820,5005,M,303.7,312.9,1444,52.7,46,normal
821,16662,M,303.26,311.78,2658,11.54,75,failure
822,11093,L,301.55,309.54,1299,64.89,229,failure
823,16796,L,302.16,310.21,1357,56.11,61,failure
824,17642,L,302.08,310.76,1358,56.97,110,failure
825,7943,L,300.8,311.7,1753,29.0,8,normal
826,19229,L,302.42,311.96,1287,68.43,1,failure
827,11979,L,300.37,309.22,1310,58.77,197,failure
828,15085,L,299.01,309.17,2701,9.96,20,failure
829,5734,L,302.3,311.8,1369,56.2,208,failure
830,8892,L,297.6,308.8,1475,43.0,119,normal
831,4632,M,302.9,311.2,1330,53.7,200,failure
832,11020,L,302.0,311.2,1269,65.32,182,failure
833,2938,L,300.7,309.5,1479,34.5,197,normal
834,16857,L,302.81,311.35,1237,55.76,224,failure
835,13424,L,300.59,309.8,1310,66.24,72,failure
836,10388,L,301.94,311.39,1230,66.63,182,failure
837,5322,M,303.4,312.7,1357,55.3,31,normal
838,9992,L,298.8,308.4,1484,39.2,8,normal
839,2500,L,299.1,308.9,1617,32.3,223,normal
840,19318,L,298.41,309.55,1370,49.66,220,failure
841,17647,L,303.4,311.78,1296,56.04,54,failure
842,15294,L,302.03,310.85,1377,51.38,211,failure
843,4978,L,303.6,312.7,1429,47.7,198,normal
844,3775,H,302.5,311.1,1850,23.3,203,normal
845,883,L,295.7,306.3,1490,34.3,97,normal
846,18515,L,299.6,310.37,1909,23.32,209,failure
847,6809,L,300.9,310.8,1490,38.1,125,normal
848,19246,L,299.22,310.3,1372,58.86,212,failure
849,3872,L,302.7,311.9,1389,46.5,15,normal
850,12967,L,302.07,310.72,1314,53.16,8,failure
851,1899,L,297.8,307.5,1388,40.0,159,normal
852,8830,H,297.3,308.7,1430,42.8,153,normal
853,17546,L,301.86,311.18,1257,70.72,121,failure
854,11149,L,302.38,310.77,1359,47.35,67,failure
855,3200,M,300.1,309.2,1454,44.4,19,normal
856,17910,H,299.49,308.98,1406,42.19,204,failure
857,3998,L,302.1,311.0,1586,35.1,142,normal
858,12940,L,302.38,310.44,1377,52.6,165,failure
859,11234,L,302.09,310.2,1331,52.45,50,failure
860,793,M,296.8,307.9,1683,31.8,76,normal
861,4009,L,302.2,311.2,1630,36.0,169,normal
862,10712,M,299.79,309.85,1687,28.93,189,failure
863,6237,L,301.4,310.9,1414,38.8,162,normal
864,7728,L,300.7,311.8,1420,47.0,119,normal
865,6816,L,300.9,310.7,1477,43.2,143,normal
866,5542,L,302.3,311.7,1400,41.6,136,normal
867,12705,L,302.0,310.8,1710,30.16,213,failure
868,12769,L,302.07,311.81,1424,48.46,213,failure
869,16040,L,302.62,310.66,1352,47.91,7,failure
870,15316,L,301.69,311.37,1363,60.14,205,failure
871,8268,M,299.2,310.8,1502,39.8,177,normal
872,12918,L,301.35,310.74,1351,58.76,208,failure
873,18505,L,298.36,308.99,1869,24.92,207,failure
874,9369,M,297.7,308.3,1547,36.8,74,normal
875,8582,M,297.5,308.1,1334,72.0,151,failure
876,3798,L,302.1,310.8,1786,25.7,47,normal
877,12253,H,303.3,312.15,1285,69.4,95,failure
878,8852,L,297.7,308.9,1575,39.9,12,normal
879,4279,L,302.0,310.1,1361,45.4,174,failure
880,10507,L,302.36,310.68,1348,46.85,110,failure
881,2720,L,299.6,309.2,1559,39.1,110,normal
882,13846,L,302.87,311.42,1284,68.79,107,failure
883,105,L,298.8,308.7,1591,31.1,68,normal
884,3328,L,301.6,310.6,1418,43.9,129,normal
885,18444,L,299.33,310.16,1196,65.49,195,failure
886,1787,L,298.4,308.2,1364,45.9,63,normal
887,15861,L,301.16,311.56,1460,52.73,208,failure
888,5832,L,301.3,311.2,1675,32.1,12,normal
889,14135,L,297.93,308.31,1315,62.2,198,failure
890,12089,L,302.82,311.12,1333,52.87,159,failure
891,8918,L,297.1,308.2,1402,51.2,186,normal
892,7552,L,300.3,311.3,1525,40.7,105,normal
893,1707,L,298.2,307.8,1439,41.6,62,normal
894,14304,L,298.79,309.48,1702,27.78,167,failure
895,18597,L,302.01,310.47,1368,52.4,153,failure
896,17629,L,302.46,310.98,1332,57.75,162,failure
897,9770,H,298.6,309.5,1584,31.8,27,normal
898,14553,L,301.74,310.88,1338,64.09,197,failure
899,13289,L,299.13,308.63,2551,12.96,169,failure
900,6948,L,300.7,311.2,1457,51.4,61,normal
901,13056,L,301.97,310.81,1311,63.19,42,failure
902,6641,L,301.5,310.5,1702,28.7,135,normal
903,13913,L,300.19,309.36,1382,53.43,216,failure
904,12968,L,301.64,310.35,1340,55.9,203,failure
905,18938,L,298.26,308.18,1314,64.29,22,failure
906,2362,H,299.3,308.6,1520,41.4,67,normal
907,15046,H,300.7,310.03,1397,46.39,209,failure
908,13521,L,302.46,311.25,1315,62.75,39,failure
909,18085,L,298.99,309.1,1868,24.14,216,failure
910,1976,M,298.1,307.7,1419,47.4,142,normal
911,8426,L,299.1,310.5,1628,35.9,174,normal
912,1960,L,297.8,307.6,1446,51.4,105,normal
913,4906,H,303.6,312.4,1436,45.6,9,normal
914,11801,M,302.15,310.05,1354,45.62,6,failure
915,14525,L,300.76,309.55,1366,62.71,44,failure
916,18725,M,299.36,309.27,1421,57.76,115,failure
917,7022,L,300.7,310.5,1561,33.2,48,normal
918,2216,L,299.7,309.2,1645,30.8,137,normal
919,15791,L,302.78,311.93,2674,11.74,28,failure
920,11201,L,296.57,306.95,1369,54.51,216,failure
921,14048,L,300.84,309.97,1299,65.15,50,failure
922,12569,M,300.14,310.97,1684,29.53,222,failure
923,312,L,297.9,308.6,1468,36.0,168,normal
924,14598,L,300.92,310.64,1401,59.28,189,failure
925,18838,L,302.45,310.88,1369,56.2,91,failure
926,13014,L,301.73,310.37,2815,6.12,209,failure
927,18339,L,301.26,311.18,1234,65.03,178,failure
928,6412,L,300.4,310.0,1423,44.2,189,normal
929,11871,L,302.83,310.94,1352,50.91,7,failure
930,11174,L,303.14,311.34,1313,51.8,73,failure
931,15955,L,303.34,312.0,1521,35.96,214,failure
932,1314,M,299.0,310.3,1635,34.5,168,normal
933,8778,L,297.5,308.7,1454,45.0,19,normal
934,2333,L,299.2,308.5,1445,45.2,222,normal
935,3623,M,302.0,311.3,1530,36.4,27,normal
936,17348,L,302.81,310.91,1358,52.44,33,failure
937,3380,L,301.4,310.7,1590,36.3,43,normal
938,13717,M,302.4,310.36,1374,50.29,155,failure
939,695,L,297.6,309.0,1487,45.4,64,normal
940,15898,L,299.76,308.98,1252,66.25,89,failure
941,17613,M,302.06,310.26,1288,65.53,115,failure
942,18550,H,298.64,308.96,1395,50.01,211,failure
943,15537,L,299.39,308.56,2331,14.18,182,failure
944,5850,L,301.3,311.1,1560,35.3,55,normal
945,12113,L,302.74,310.66,1349,51.19,6,failure
946,15908,L,302.06,310.1,1359,55.1,64,failure
947,12772,L,302.08,310.48,1335,58.0,108,failure
948,3855,H,302.4,311.1,1578,32.3,196,normal
949,15475,L,301.13,311.53,1271,61.98,190,failure
950,10363,L,299.81,309.83,1534,38.09,207,failure
951,7693,L,300.6,311.6,1964,21.4,15,normal
952,11427,L,298.67,309.76,2146,15.73,113,failure
953,9392,L,297.6,308.1,1437,46.3,149,normal
954,13057,L,298.49,308.76,1407,63.95,193,failure
955,18508,L,303.0,311.14,1360,46.65,108,failure
956,17817,M,299.09,308.84,2677,10.72,85,failure
957,15162,H,301.28,310.51,1564,38.6,213,failure
958,18351,L,301.93,309.9,1310,55.69,194,failure
959,18301,L,297.98,308.25,2881,3.94,78,failure
960,347,L,297.5,308.3,1544,40.8,37,normal
961,7733,L,300.6,312.0,1481,40.9,132,normal
962,1647,L,297.8,307.8,1761,28.9,128,normal
963,2620,L,299.4,309.2,1556,35.7,75,normal
964,12167,M,302.72,310.64,1348,51.52,5,failure
965,8854,M,297.7,309.0,1433,41.8,16,normal
966,12492,L,300.25,310.51,1359,59.52,189,failure
967,9060,H,297.2,308.3,1453,45.8,105,normal
968,10323,L,302.53,310.45,1263,66.48,196,failure
969,2229,L,299.4,308.7,1681,30.8,171,normal
970,18970,L,300.53,311.72,1554,33.62,209,failure
971,3003,M,300.6,309.9,1449,42.4,169,normal
972,4228,L,302.2,310.8,2203,16.6,47,normal
973,18275,L,302.81,311.47,1301,64.53,64,failure
974,6428,M,300.2,309.8,1743,24.1,18,normal
975,13259,L,302.11,311.11,1297,49.66,218,failure
976,16025,M,298.41,309.0,1257,69.63,109,failure
977,703,H,297.7,308.9,1479,40.9,87,normal
978,3304,L,301.2,310.3,1497,45.7,76,normal
979,1991,M,298.2,307.8,1583,36.6,185,normal
980,6764,L,301.4,310.9,1536,38.3,9,normal
981,10994,L,300.67,309.38,2353,14.03,194,failure
